FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
230720;2000;153;;;
230720;2100;151;;;
230720;2200;119;;;
230720;2300;51;;;
230721;0000;44;;;
230721;0100;79;;;
230721;0200;110;;;
230721;0300;90;;;
230721;0400;29;;;
230721;0500;92;;;
230721;0600;59;;;
230721;0700;79;;;
230721;0800;155;;;
230721;0900;135;;;
230721;1000;33;;;
230721;1100;27;;;
230721;1200;29;;;
230721;1300;15;;;
230721;1400;34;;;
230721;1500;18;;;
230721;1600;19;;;
230721;1700;22;;;
230721;1800;17;;;
230721;1900;65;;;
230721;2000;57;;;
230721;2100;53;;;
230721;2200;31;;;
230721;2300;22;;;
230722;0000;14;;;
230722;0100;12;;;
230722;0200;14;;;
230722;0300;12;;;
230722;0400;31;;;
230722;0500;50;;;
230722;0600;48;;;
230722;0700;113;;;
230722;0800;177;;;
230722;0900;203;;;
230722;1000;40;;;
230722;1100;21;;;
230722;1200;20;;;
230722;1300;21;;;
230722;1400;21;;;
230722;1500;21;;;
230722;1600;27;;;
230722;1700;44;;;
230722;1800;59;;;
230722;1900;135;;;
230722;2000;56;;;
230722;2100;81;;;
230722;2200;56;;;
230722;2300;140;;;
230723;0000;94;;;
230723;0100;132;;;
230723;0200;165;;;
230723;0300;88;;;
230723;0400;108;;;
230723;0500;64;;;
230723;0600;43;;;
230723;0700;48;;;
230723;0800;92;;;
230723;0900;88;;;
230723;1000;29;;;
230723;1100;16;;;
230723;1200;9;;;
230723;1300;16;;;
230723;1400;18;;;
230723;1500;22;;;
230723;1600;26;;;
230723;1700;132;;;
230723;1800;259;;;
230723;1900;124;;;
230723;2000;70;;;
230723;2100;96;;;
230723;2200;38;;;
230723;2300;25;;;
230724;0000;32;;;
230724;0100;29;;;
230724;0200;28;;;
230724;0300;14;;;
230724;0400;99;;;
230724;0500;62;;;
230724;0600;85;;;
230724;0700;238;;;
230724;0800;185;;;
230724;0900;148;;;
230724;1000;72;;;
230724;1100;51;;;
230724;1200;69;;;
230724;1300;57;;;
230724;1400;42;;;
230724;1500;52;;;
230724;1600;68;;;
230724;1700;114;;;
230724;1800;99;;;
230724;1900;122;;;
230724;2000;134;;;
230724;2100;103;;;
230724;2200;94;;;
230724;2300;84;;;
230725;0000;112;;;
230725;0100;148;;;
230725;0200;111;;;
230725;0300;139;;;
230725;0400;158;;;
230725;0500;171;;;
230725;0600;146;;;
230725;0700;158;;;
230725;0800;168;;;
230725;0900;189;;;
230725;1000;272;;;
230725;1100;105;;;
230725;1200;117;;;
230725;1300;53;;;
230725;1400;50;;;
230725;1500;63;;;
230725;1600;57;;;
230725;1700;140;;;
230725;1800;304;;;
230725;1900;261;;;
230725;2000;359;;;
230725;2100;276;;;
230725;2200;230;;;
230725;2300;352;;;
230726;0000;76;;;
230726;0100;35;;;
230726;0200;22;;;
230726;0300;22;;;
230726;0400;65;;;
230726;0500;32;;;
230726;0600;31;;;
230726;0700;59;;;
230726;0800;163;;;
230726;0900;173;;;
230726;1000;82;;;
230726;1100;33;;;
230726;1200;12;;;
230726;1300;13;;;
230726;1400;19;;;
230726;1500;24;;;
230726;1600;16;;;
230726;1700;99;;;
230726;1800;229;;;
230726;1900;206;;;
230726;2000;189;;;
230726;2100;208;;;
230726;2200;299;;;
230726;2300;199;;;
230727;0000;194;;;
230727;0100;123;;;
230727;0200;95;;;
230727;0300;61;;;
230727;0400;27;;;
230727;0500;22;;;
230727;0600;46;;;
230727;0700;76;;;
230727;0800;89;;;
230727;0900;123;;;
230727;1000;151;;;
230727;1100;60;;;
230727;1200;104;;;
230727;1300;46;;;
230727;1400;34;;;
230727;1500;36;;;
230727;1600;67;;;
230727;1700;72;;;
230727;1800;116;;;
230727;1900;123;;;
230727;2000;155;;;
230727;2100;182;;;
230727;2200;136;;;
230727;2300;161;;;
230728;0000;132;;;
230728;0100;129;;;
230728;0200;117;;;
230728;0300;96;;;
230728;0400;105;;;
230728;0500;71;;;
230728;0600;69;;;
230728;0700;60;;;
230728;0800;123;;;
230728;0900;58;;;
230728;1000;153;;;
230728;1100;197;;;
230728;1200;126;;;
230728;1300;159;;;
230728;1400;168;;;
230728;1500;127;;;
230728;1600;81;;;
230728;1700;69;;;
230728;1800;62;;;
230728;1900;48;;;
230728;2000;79;;;
230728;2100;35;;;
230728;2200;34;;;
230728;2300;27;;;
230729;0000;13;;;
230729;0100;7;;;
230729;0200;3;;;
230729;0300;1;;;
230729;0400;1;;;
230729;0500;2;;;
230729;0600;1;;;
230729;0700;2;;;
230729;0800;6;;;
230729;0900;7;;;
230729;1000;16;;;
230729;1100;42;;;
230729;1200;17;;;
230729;1300;15;;;
230729;1400;16;;;
230729;1500;;;;
230729;1600;21;;;
230729;1700;10;;;
230729;1800;26;;;
230729;1900;20;;;
230729;2000;9;;;
230729;2100;47;;;
230729;2200;21;;;
230729;2300;9;;;
230730;0000;16;;;
230730;0100;5;;;
230730;0200;4;;;
230730;0300;5;;;
230730;0400;4;;;
230730;0500;1;;;
230730;0600;1;;;
230730;0700;1;;;
230730;0800;1;;;
230730;0900;21;;;
230730;1000;38;;;
230730;1100;18;;;
230730;1200;22;;;
230730;1300;22;;;
230730;1400;21;;;
230730;1500;22;;;
230730;1600;22;;;
230730;1700;67;;;
230730;1800;63;;;
230730;1900;152;;;
230730;2000;455;;;
230730;2100;316;;;
230730;2200;331;;;
230730;2300;149;;;
230731;0000;106;;;
230731;0100;52;;;
230731;0200;50;;;
230731;0300;29;;;
230731;0400;17;;;
230731;0500;11;;;
230731;0600;12;;;
230731;0700;93;;;
230731;0800;192;;;
230731;0900;187;;;
230731;1000;218;;;
230731;1100;128;;;
230731;1200;43;;;
230731;1300;96;;;
230731;1400;70;;;
230731;1500;82;;;
230731;1600;119;;;
230731;1700;215;;;
230731;1800;199;;;
230731;1900;23;;;
230731;2000;16;;;
230731;2100;5;;;
230731;2200;13;;;
230731;2300;8;;;
230801;0000;5;;;
230801;0100;5;;;
230801;0200;5;;;
230801;0300;6;;;
230801;0400;3;;;
230801;0500;1;;;
230801;0600;3;;;
230801;0700;7;;;
230801;0800;16;;;
230801;0900;19;;;
230801;1000;13;;;
230801;1100;18;;;
230801;1200;10;;;
230801;1300;14;;;
230801;1400;27;;;
230801;1500;19;;;
230801;1600;26;;;
230801;1700;38;;;
230801;1800;26;;;
230801;1900;18;;;
230801;2000;31;;;
230801;2100;35;;;
230801;2200;28;;;
230801;2300;19;;;
230802;0000;10;;;
230802;0100;8;;;
230802;0200;6;;;
230802;0300;5;;;
230802;0400;3;;;
230802;0500;5;;;
230802;0600;6;;;
230802;0700;11;;;
230802;0800;21;;;
230802;0900;19;;;
230802;1000;16;;;
230802;1100;19;;;
230802;1200;14;;;
230802;1300;24;;;
230802;1400;19;;;
230802;1500;16;;;
230802;1600;;;36;
230802;1700;16;;;
230802;1800;19;;;
230802;1900;23;;;
230802;2000;19;;;
230802;2100;17;;;
230802;2200;9;;;
230802;2300;7;;;
230803;0000;6;;;
230803;0100;7;;;
230803;0200;4;;;
230803;0300;2;;;
230803;0400;2;;;
230803;0500;1;;;
230803;0600;2;;;
230803;0700;11;;;
230803;0800;11;;;
230803;0900;7;;;
230803;1000;8;;;
230803;1100;11;;;
230803;1200;9;;;
230803;1300;15;;;
230803;1400;15;;;
230803;1500;7;;;
230803;1600;15;;;
230803;1700;24;;;
230803;1800;23;;;
230803;1900;18;;;
230803;2000;13;;;
230803;2100;8;;;
230803;2200;12;;;
230803;2300;11;;;
230804;0000;10;;;
230804;0100;6;;;
230804;0200;2;;;
230804;0300;1;;;
230804;0400;1;;;
230804;0500;1;;;
230804;0600;2;;;
230804;0700;3;;;
230804;0800;12;;;
230804;0900;13;;;
230804;1000;11;;;
230804;1100;11;;;
230804;1200;9;;;
230804;1300;10;;;
230804;1400;10;;;
230804;1500;14;;;
230804;1600;22;;;
230804;1700;24;;;
230804;1800;34;;;
230804;1900;35;;;
230804;2000;24;;;
230804;2100;25;;;
230804;2200;42;;;
230804;2300;53;;;
230805;0000;8;;;
230805;0100;4;;;
230805;0200;1;;;
230805;0300;4;;;
230805;0400;20;;;
230805;0500;11;;;
230805;0600;8;;;
230805;0700;8;;;
230805;0800;42;;;
230805;0900;15;;;
230805;1000;12;;;
230805;1100;10;;;
230805;1200;8;;;
230805;1300;12;;;
230805;1400;14;;;
230805;1500;18;;;
230805;1600;16;;;
230805;1700;16;;;
230805;1800;24;;;
230805;1900;30;;;
230805;2000;164;;;
230805;2100;76;;;
230805;2200;74;;;
230805;2300;18;;;
230806;0000;8;;;
230806;0100;6;;;
230806;0200;4;;;
230806;0300;5;;;
230806;0400;4;;;
230806;0500;2;;;
230806;0600;4;;;
230806;0700;5;;;
230806;0800;6;;;
230806;0900;8;;;
230806;1000;9;;;
230806;1100;13;;;
230806;1200;13;;;
230806;1300;12;;;
230806;1400;8;;;
230806;1500;14;;;
230806;1600;15;;;
230806;1700;40;;;
230806;1800;201;;;
230806;1900;98;;;
230806;2000;73;;;
230806;2100;45;;;
230806;2200;48;;;
230806;2300;52;;;
230807;0000;46;;;
230807;0100;98;;;
230807;0200;76;;;
230807;0300;132;;;
230807;0400;93;;;
230807;0500;27;;;
230807;0600;65;;;
230807;0700;247;;;
230807;0800;305;;;
230807;0900;239;;;
230807;1000;55;;;
230807;1100;79;;;
230807;1200;27;;;
230807;1300;23;;;
230807;1400;20;;;
230807;1500;18;;;
230807;1600;26;;;
230807;1700;81;;;
230807;1800;277;;;
230807;1900;433;;;
230807;2000;505;;;
230807;2100;337;;;
230807;2200;326;;;
230807;2300;424;;;
230808;0000;270;;;
230808;0100;283;;;
230808;0200;193;;;
230808;0300;112;;;
230808;0400;85;;;
230808;0500;88;;;
230808;0600;66;;;
230808;0700;44;;;
230808;0800;126;;;
230808;0900;54;;;
230808;1000;16;;;
230808;1100;17;;;
230808;1200;12;;;
230808;1300;18;;;
230808;1400;13;;;
230808;1500;11;;;
230808;1600;17;;;
230808;1700;24;;;
230808;1800;20;;;
230808;1900;31;;;
230808;2000;71;;;
230808;2100;28;;;
230808;2200;62;;;
230808;2300;24;;;
230809;0000;143;;;
230809;0100;114;;;
230809;0200;77;;;
230809;0300;31;;;
230809;0400;26;;;
230809;0500;10;;;
230809;0600;39;;;
230809;0700;68;;;
230809;0800;71;;;
230809;0900;89;;;
230809;1000;91;;;
230809;1100;82;;;
230809;1200;69;;;
230809;1300;99;;;
230809;1400;74;;;
230809;1500;56;;;
230809;1600;49;;;
230809;1700;80;;;
230809;1800;84;;;
230809;1900;72;;;
230809;2000;97;;;
230809;2100;61;;;
230809;2200;87;;;
230809;2300;67;;;
230810;0000;149;;;
230810;0100;43;;;
230810;0200;48;;;
230810;0300;105;;;
230810;0400;52;;;
230810;0500;38;;;
230810;0600;33;;;
230810;0700;62;;;
230810;0800;41;;;
230810;0900;27;;;
230810;1000;13;;;
230810;1100;18;;;
230810;1200;16;;;
230810;1300;7;;;
230810;1400;12;;;
230810;1500;16;;;
230810;1600;14;;;
230810;1700;28;;;
230810;1800;25;;;
230810;1900;49;;;
230810;2000;50;;;
230810;2100;50;;;
230810;2200;46;;;
230810;2300;31;;;
230811;0000;57;;;
230811;0100;25;;;
230811;0200;4;;;
230811;0300;30;;;
230811;0400;24;;;
230811;0500;18;;;
230811;0600;19;;;
230811;0700;84;;;
230811;0800;91;;;
230811;0900;23;;;
230811;1000;10;;;
230811;1100;13;;;
230811;1200;10;;;
230811;1300;9;;;
230811;1400;14;;;
230811;1500;10;;;
230811;1600;15;;;
230811;1700;46;;;
230811;1800;87;;;
230811;1900;81;;;
230811;2000;42;;;
230811;2100;91;;;
230811;2200;75;;;
230811;2300;112;;;
230812;0000;42;;;
230812;0100;50;;;
230812;0200;52;;;
230812;0300;32;;;
230812;0400;46;;;
230812;0500;10;;;
230812;0600;19;;;
230812;0700;39;;;
230812;0800;76;;;
230812;0900;63;;;
230812;1000;24;;;
230812;1100;136;;;
230812;1200;116;;;
230812;1300;204;;;
230812;1400;132;;;
230812;1500;147;;;
230812;1600;125;;;
230812;1700;155;;;
230812;1800;273;;;
230812;1900;295;;;
230812;2000;216;;;
230812;2100;264;;;
230812;2200;289;;;
230812;2300;190;;;
230813;0000;48;;;
230813;0100;129;;;
230813;0200;145;;;
230813;0300;159;;;
230813;0400;95;;;
230813;0500;61;;;
230813;0600;81;;;
230813;0700;58;;;
230813;0800;40;;;
230813;0900;84;;;
230813;1000;71;;;
230813;1100;142;;;
230813;1200;150;;;
230813;1300;88;;;
230813;1400;146;;;
230813;1500;83;;;
230813;1600;53;;;
230813;1700;126;;;
230813;1800;157;;;
230813;1900;95;;;
230813;2000;50;;;
230813;2100;34;;;
230813;2200;25;;;
230813;2300;120;;;
230814;0000;38;;;
230814;0100;22;;;
230814;0200;6;;;
230814;0300;5;;;
230814;0400;29;;;
230814;0500;74;;;
230814;0600;75;;;
230814;0700;5;;;
230814;0800;19;;;
230814;0900;37;;;
230814;1000;22;;;
230814;1100;26;;;
230814;1200;46;;;
230814;1300;56;;;
230814;1400;43;;;
230814;1500;52;;;
230814;1600;57;;;
230814;1700;80;;;
230814;1800;178;;;
230814;1900;52;;;
230814;2000;90;;;
230814;2100;14;;;
230814;2200;9;;;
230814;2300;13;;;
230815;0000;46;;;
230815;0100;15;;;
230815;0200;25;;;
230815;0300;19;;;
230815;0400;16;;;
230815;0500;16;;;
230815;0600;14;;;
230815;0700;18;;;
230815;0800;14;;;
230815;0900;20;;;
230815;1000;23;;;
230815;1100;16;;;
230815;1200;25;;;
230815;1300;31;;;
230815;1400;;;;
230815;1500;;;;
230815;1600;;;;
230815;1700;;;;
230815;1800;40;;;
230815;1900;49;;;
230815;2000;80;;;
230815;2100;58;;;
230815;2200;53;;;
230815;2300;48;;;
230816;0000;21;;;
230816;0100;11;;;
230816;0200;7;;;
230816;0300;5;;;
230816;0400;4;;;
230816;0500;5;;;
230816;0600;16;;;
230816;0700;50;;;
230816;0800;47;;;
230816;0900;44;;;
230816;1000;52;;;
230816;1100;40;;;
230816;1200;32;;;
230816;1300;32;;;
230816;1400;41;;;
230816;1500;45;;;
230816;1600;54;;;
230816;1700;69;;;
230816;1800;108;;;
230816;1900;172;;;
230816;2000;146;;;
230816;2100;206;;;
230816;2200;84;;;
230816;2300;140;;;
230817;0000;145;;;
230817;0100;27;;;
230817;0200;109;;;
230817;0300;103;;;
230817;0400;23;;;
230817;0500;16;;;
230817;0600;67;;;
230817;0700;149;;;
230817;0800;185;;;
230817;0900;163;;;
230817;1000;76;;;
230817;1100;93;;;
230817;1200;83;;;
230817;1300;87;;;
230817;1400;76;;;
230817;1500;62;;;
230817;1600;59;;;
230817;1700;75;;;
230817;1800;63;;;
230817;1900;121;;;
230817;2000;190;;;
230817;2100;260;;;
230817;2200;209;;;
230817;2300;48;;;
230818;0000;36;;;
230818;0100;47;;;
230818;0200;20;;;
230818;0300;73;;;
230818;0400;63;;;
230818;0500;65;;;
230818;0600;122;;;
230818;0700;194;;;
230818;0800;52;;;
230818;0900;27;;;
230818;1000;19;;;
230818;1100;8;;;
230818;1200;7;;;
230818;1300;12;;;
230818;1400;16;;;
230818;1500;13;;;
230818;1600;14;;;
230818;1700;33;;;
230818;1800;222;;;
230818;1900;448;;;
230818;2000;604;;;
230818;2100;217;;;
230818;2200;184;;;
230818;2300;78;;;
230819;0000;184;;;
230819;0100;103;;;
230819;0200;31;;;
230819;0300;21;;;
230819;0400;36;;;
230819;0500;56;;;
230819;0600;75;;;
230819;0700;97;;;
230819;0800;68;;;
230819;0900;82;;;
230819;1000;57;;;
230819;1100;45;;;
230819;1200;24;;;
230819;1300;18;;;
230819;1400;23;;;
230819;1500;28;;;
230819;1600;32;;;
230819;1700;51;;;
230819;1800;109;;;
230819;1900;102;;;
230819;2000;100;;;
230819;2100;140;;;
230819;2200;90;;;
230819;2300;166;;;
230820;0000;162;;;
230820;0100;29;;;
230820;0200;47;;;
230820;0300;79;;;
230820;0400;70;;;
230820;0500;66;;;
230820;0600;50;;;
230820;0700;48;;;
230820;0800;24;;;
230820;0900;79;;;
230820;1000;49;;;
230820;1100;38;;;
230820;1200;20;;;
230820;1300;22;;;
230820;1400;12;;;
230820;1500;17;;;
230820;1600;32;;;
230820;1700;56;;;
230820;1800;143;;;
230820;1900;147;;;
230820;2000;177;;;
230820;2100;45;;;
230820;2200;80;;;
230820;2300;107;;;
230821;0000;74;;;
230821;0100;68;;;
230821;0200;59;;;
230821;0300;59;;;
230821;0400;40;;;
230821;0500;33;;;
230821;0600;36;;;
230821;0700;83;;;
230821;0800;112;;;
230821;0900;44;;;
230821;1000;29;;;
230821;1100;20;;;
230821;1200;19;;;
230821;1300;12;;;
230821;1400;17;;;
230821;1500;21;;;
230821;1600;19;;;
230821;1700;28;;;
230821;1800;74;;;
230821;1900;54;;;
230821;2000;125;;;
230821;2100;51;;;
230821;2200;50;;;
230821;2300;23;;;
230822;0000;17;;;
230822;0100;13;;;
230822;0200;7;;;
230822;0300;2;;;
230822;0400;1;;;
230822;0500;1;;;
230822;0600;10;;;
230822;0700;8;;;
230822;0800;17;;;
230822;0900;6;;;
230822;1000;10;;;
230822;1100;9;;;
230822;1200;11;;;
230822;1300;8;;;
230822;1400;15;;;
230822;1500;11;;;
230822;1600;22;;;
230822;1700;21;;;
230822;1800;29;;;
230822;1900;24;;;
230822;2000;84;;;
230822;2100;28;;;
230822;2200;33;;;
230822;2300;12;;;
230823;0000;10;;;
230823;0100;6;;;
230823;0200;3;;;
230823;0300;4;;;
230823;0400;2;;;
230823;0500;2;;;
230823;0600;4;;;
230823;0700;5;;;
230823;0800;15;;;
230823;0900;10;;;
230823;1000;14;;;
230823;1100;14;;;
230823;1200;11;;;
230823;1300;9;;;
230823;1400;18;;;
230823;1500;5;;;
230823;1600;13;;;
230823;1700;24;;;
230823;1800;21;;;
230823;1900;54;;;
230823;2000;42;;;
230823;2100;26;;;
230823;2200;12;;;
230823;2300;10;;;
230824;0000;6;;;
230824;0100;4;;;
230824;0200;16;;;
230824;0300;5;;;
230824;0400;1;;;
230824;0500;3;;;
230824;0600;4;;;
230824;0700;35;;;
230824;0800;17;;;
230824;0900;22;;;
230824;1000;14;;;
230824;1100;9;;;
230824;1200;11;;;
230824;1300;11;;;
230824;1400;9;;;
230824;1500;8;;;
230824;1600;9;;;
230824;1700;12;;;
230824;1800;33;;;
230824;1900;82;;;
230824;2000;32;;;
230824;2100;26;;;
230824;2200;75;;;
230824;2300;43;;;
230825;0000;26;;;
230825;0100;26;;;
230825;0200;55;;;
230825;0300;66;;;
230825;0400;5;;;
230825;0500;6;;;
230825;0600;15;;;
230825;0700;83;;;
230825;0800;31;;;
230825;0900;19;;;
230825;1000;12;;;
230825;1100;13;;;
230825;1200;9;;;
230825;1300;7;;;
230825;1400;9;;;
230825;1500;5;;;
230825;1600;7;;;
230825;1700;21;;;
230825;1800;24;;;
230825;1900;35;;;
230825;2000;56;;;
230825;2100;68;;;
230825;2200;90;;;
230825;2300;27;;;
230826;0000;24;;;
230826;0100;12;;;
230826;0200;10;;;
230826;0300;8;;;
230826;0400;10;;;
230826;0500;7;;;
230826;0600;7;;;
230826;0700;15;;;
230826;0800;14;;;
230826;0900;28;;;
230826;1000;34;;;
230826;1100;23;;;
230826;1200;20;;;
230826;1300;15;;;
230826;1400;9;;;
230826;1500;9;;;
230826;1600;14;;;
230826;1700;12;;;
230826;1800;30;;;
230826;1900;27;;;
230826;2000;28;;;
230826;2100;10;;;
230826;2200;16;;;
230826;2300;13;;;
230827;0000;7;;;
230827;0100;3;;;
230827;0200;9;;;
230827;0300;8;;;
230827;0400;3;;;
230827;0500;3;;;
230827;0600;2;;;
230827;0700;1;;;
230827;0800;9;;;
230827;0900;7;;;
230827;1000;5;;;
230827;1100;8;;;
230827;1200;9;;;
230827;1300;14;;;
230827;1400;9;;;
230827;1500;12;;;
230827;1600;25;;;
230827;1700;25;;;
230827;1800;49;;;
230827;1900;84;;;
230827;2000;39;;;
230827;2100;127;;;
230827;2200;63;;;
230827;2300;38;;;
230828;0000;13;;;
230828;0100;14;;;
230828;0200;13;;;
230828;0300;10;;;
230828;0400;6;;;
230828;0500;5;;;
230828;0600;21;;;
230828;0700;69;;;
230828;0800;38;;;
230828;0900;12;;;
230828;1000;9;;;
230828;1100;9;;;
230828;1200;8;;;
230828;1300;12;;;
230828;1400;10;;;
230828;1500;6;;;
230828;1600;10;;;
230828;1700;23;;;
230828;1800;26;;;
230828;1900;33;;;
230828;2000;22;;;
230828;2100;34;;;
230828;2200;23;;;
230828;2300;24;;;
230829;0000;2;;;
230829;0100;5;;;
230829;0200;7;;;
230829;0300;22;;;
230829;0400;54;;;
230829;0500;38;;;
230829;0600;42;;;
230829;0700;46;;;
230829;0800;18;;;
230829;0900;28;;;
230829;1000;21;;;
230829;1100;8;;;
230829;1200;10;;;
230829;1300;11;;;
230829;1400;7;;;
230829;1500;8;;;
230829;1600;13;;;
230829;1700;25;;;
230829;1800;27;;;
230829;1900;26;;;
230829;2000;81;;;
230829;2100;45;;;
230829;2200;36;;;
230829;2300;44;;;
230830;0000;41;;;
230830;0100;10;;;
230830;0200;22;;;
230830;0300;15;;;
230830;0400;11;;;
230830;0500;7;;;
230830;0600;9;;;
230830;0700;16;;;
230830;0800;48;;;
230830;0900;37;;;
230830;1000;12;;;
230830;1100;12;;;
230830;1200;12;;;
230830;1300;9;;;
230830;1400;7;;;
230830;1500;14;;;
230830;1600;18;;;
230830;1700;17;;;
230830;1800;26;;;
230830;1900;33;;;
230830;2000;16;;;
230830;2100;13;;;
230830;2200;7;;;
230830;2300;8;;;
230831;0000;16;;;
230831;0100;2;;;
230831;0200;1;;;
230831;0300;1;;;
230831;0400;2;;;
230831;0500;3;;;
230831;0600;4;;;
230831;0700;15;;;
230831;0800;21;;;
230831;0900;24;;;
230831;1000;40;;;
230831;1100;28;;;
230831;1200;10;;;
230831;1300;11;;;
230831;1400;23;;;
230831;1500;42;;;
230831;1600;25;;;
230831;1700;66;;;
230831;1800;93;;;
230831;1900;81;;;
230831;2000;121;;;
230831;2100;138;;;
230831;2200;101;;;
230831;2300;45;;;
230901;0000;26;;;
230901;0100;21;;;
230901;0200;1;;;
230901;0300;6;;;
230901;0400;3;;;
230901;0500;1;;;
230901;0600;1;;;
230901;0700;4;;;
230901;0800;8;;;
230901;0900;27;;;
230901;1000;15;;;
230901;1100;13;;;
230901;1200;10;;;
230901;1300;11;;;
230901;1400;19;;;
230901;1500;21;;;
230901;1600;15;;;
230901;1700;22;;;
230901;1800;49;;;
230901;1900;44;;;
230901;2000;34;;;
230901;2100;37;;;
230901;2200;30;;;
230901;2300;35;;;
230902;0000;48;;;
230902;0100;20;;;
230902;0200;49;;;
230902;0300;13;;;
230902;0400;20;;;
230902;0500;10;;;
230902;0600;9;;;
230902;0700;12;;;
230902;0800;14;;;
230902;0900;12;;;
230902;1000;17;;;
230902;1100;16;;;
230902;1200;14;;;
230902;1300;14;;;
230902;1400;33;;;
230902;1500;61;;;
230902;1600;23;;;
230902;1700;30;;;
230902;1800;41;;;
230902;1900;79;;;
230902;2000;102;;;
230902;2100;100;;;
230902;2200;38;;;
230902;2300;31;;;
230903;0000;53;;;
230903;0100;66;;;
230903;0200;73;;;
230903;0300;57;;;
230903;0400;9;;;
230903;0500;13;;;
230903;0600;44;;;
230903;0700;57;;;
230903;0800;23;;;
230903;0900;18;;;
230903;1000;5;;;
230903;1100;11;;;
230903;1200;15;;;
230903;1300;10;;;
230903;1400;8;;;
230903;1500;15;;;
230903;1600;20;;;
230903;1700;21;;;
230903;1800;45;;;
230903;1900;91;;;
230903;2000;77;;;
230903;2100;260;;;
230903;2200;254;;;
230903;2300;211;;;
230904;0000;137;;;
230904;0100;119;;;
230904;0200;59;;;
230904;0300;43;;;
230904;0400;62;;;
230904;0500;50;;;
230904;0600;208;;;
230904;0700;235;;;
230904;0800;126;;;
230904;0900;21;;;
230904;1000;5;;;
230904;1100;7;;;
230904;1200;8;;;
230904;1300;11;;;
230904;1400;10;;;
230904;1500;11;;;
230904;1600;25;;;
230904;1700;33;;;
230904;1800;43;;;
230904;1900;41;;;
230904;2000;46;;;
230904;2100;164;;;
230904;2200;209;;;
230904;2300;115;;;
230905;0000;187;;;
230905;0100;82;;;
230905;0200;55;;;
230905;0300;57;;;
230905;0400;35;;;
230905;0500;60;;;
230905;0600;286;;;
230905;0700;307;;;
230905;0800;130;;;
230905;0900;49;;;
230905;1000;31;;;
230905;1100;9;;;
230905;1200;9;;;
230905;1300;6;;;
230905;1400;7;;;
230905;1500;20;;;
230905;1600;31;;;
230905;1700;44;;;
230905;1800;62;;;
230905;1900;72;;;
230905;2000;39;;;
230905;2100;43;;;
230905;2200;25;;;
230905;2300;12;;;
230906;0000;17;;;
230906;0100;6;;;
230906;0200;4;;;
230906;0300;8;;;
230906;0400;5;;;
230906;0500;12;;;
230906;0600;28;;;
230906;0700;44;;;
230906;0800;84;;;
230906;0900;38;;;
230906;1000;50;;;
230906;1100;19;;;
230906;1200;21;;;
230906;1300;23;;;
230906;1400;33;;;
230906;1500;46;;;
230906;1600;45;;;
230906;1700;29;;;
230906;1800;108;;;
230906;1900;278;;;
230906;2000;274;;;
230906;2100;358;;;
230906;2200;107;;;
230906;2300;242;;;
230907;0000;76;;;
230907;0100;67;;;
230907;0200;38;;;
230907;0300;41;;;
230907;0400;41;;;
230907;0500;59;;;
230907;0600;81;;;
230907;0700;113;;;
230907;0800;128;;;
230907;0900;166;;;
230907;1000;124;;;
230907;1100;79;;;
230907;1200;42;;;
230907;1300;24;;;
230907;1400;11;;;
230907;1500;13;;;
230907;1600;10;;;
230907;1700;15;;;
230907;1800;34;;;
230907;1900;35;;;
230907;2000;42;;;
230907;2100;39;;;
230907;2200;40;;;
230907;2300;12;;;
230908;0000;35;;;
230908;0100;67;;;
230908;0200;52;;;
230908;0300;40;;;
230908;0400;61;;;
230908;0500;49;;;
230908;0600;96;;;
230908;0700;81;;;
230908;0800;14;;;
230908;0900;14;;;
230908;1000;8;;;
230908;1100;5;;;
230908;1200;12;;;
230908;1300;9;;;
230908;1400;14;;;
230908;1500;18;;;
230908;1600;22;;;
230908;1700;21;;;
230908;1800;42;;;
230908;1900;49;;;
230908;2000;100;;;
230908;2100;57;;;
230908;2200;192;;;
230908;2300;119;;;
230909;0000;93;;;
230909;0100;96;;;
230909;0200;117;;;
230909;0300;114;;;
230909;0400;77;;;
230909;0500;64;;;
230909;0600;64;;;
230909;0700;82;;;
230909;0800;91;;;
230909;0900;90;;;
230909;1000;88;;;
230909;1100;67;;;
230909;1200;25;;;
230909;1300;24;;;
230909;1400;24;;;
230909;1500;15;;;
230909;1600;16;;;
230909;1700;10;;;
230909;1800;24;;;
230909;1900;28;;;
230909;2000;44;;;
230909;2100;26;;;
230909;2200;41;;;
230909;2300;17;;;
230910;0000;29;;;
230910;0100;7;;;
230910;0200;31;;;
230910;0300;37;;;
230910;0400;31;;;
230910;0500;26;;;
230910;0600;36;;;
230910;0700;42;;;
230910;0800;17;;;
230910;0900;18;;;
230910;1000;7;;;
230910;1100;6;;;
230910;1200;12;;;
230910;1300;21;;;
230910;1400;4;;;
230910;1500;17;;;
230910;1600;16;;;
230910;1700;13;;;
230910;1800;26;;;
230910;1900;46;;;
230910;2000;25;;;
230910;2100;21;;;
230910;2200;72;;;
230910;2300;66;;;
230911;0000;38;;;
230911;0100;63;;;
230911;0200;54;;;
230911;0300;35;;;
230911;0400;3;;;
230911;0500;5;;;
230911;0600;18;;;
230911;0700;12;;;
230911;0800;17;;;
230911;0900;30;;;
230911;1000;12;;;
230911;1100;11;;;
230911;1200;9;;;
230911;1300;13;;;
230911;1400;11;;;
230911;1500;16;;;
230911;1600;15;;;
